INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
612	2544	??????????	#c54FF00??????????#r#cFFFFFF????217?#r?????0-2?#r????#r?????90?#r?????? ??????????????????????????????????????????????????????????????????????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????217? ?????0-2?#r???? ?????90?#r?????? ??????????????????????????????????????????????????????????????????????????????#r#c5BC257??????	644	90000	-1	-1	??MP	4	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|????????1	5288	|???????1	-100	|???????1	300	|????????2	-1	|???????2	0	|???????2	0		0		0		0		0		0		0
#	#	#																																													
641	10101	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:58 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	501	|???????(??)	-1	|?????????(??)	-1																
642	10102	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:101 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	502	|???????(??)	-1	|?????????(??)	-1																
643	10103	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:143 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	503	|???????(??)	-1	|?????????(??)	-1																
644	10104	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:186 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	504	|???????(??)	-1	|?????????(??)	-1																
645	10105	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:229 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	505	|???????(??)	-1	|?????????(??)	-1																
646	10106	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:271 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	506	|???????(??)	-1	|?????????(??)	-1																
647	10107	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:314 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	507	|???????(??)	-1	|?????????(??)	-1																
648	10108	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:356 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	508	|???????(??)	-1	|?????????(??)	-1																
649	10109	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:399 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	509	|???????(??)	-1	|?????????(??)	-1																
650	10110	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:442 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	510	|???????(??)	-1	|?????????(??)	-1																
651	10111	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:484 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	511	|???????(??)	-1	|?????????(??)	-1																
652	10112	???	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#c54FF00{A:527 B:3}#cFFFFFF?#r#c5BC257?????????????	#c54FF00??????????#r#cFFFFFF?????0-2?#r????#r?????? ??????#r#c5BC257?????????????	1	800	-1	-1	??mp	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	512	|???????(??)	-1	|?????????(??)	-1																
653	10201	????	#c54FF00??????????#r#cFFFFFF????21?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:4914 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????21?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	513	|???????(??)	-1	|?????????(??)	-1																
654	10202	????	#c54FF00??????????#r#cFFFFFF????36?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:8407 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????36?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	514	|???????(??)	-1	|?????????(??)	-1																
655	10203	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:11899 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	515	|???????(??)	-1	|?????????(??)	-1																
656	10204	????	#c54FF00??????????#r#cFFFFFF????64?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:15392 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????64?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	516	|???????(??)	-1	|?????????(??)	-1																
657	10205	????	#c54FF00??????????#r#cFFFFFF????79?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:18884 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????79?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	517	|???????(??)	-1	|?????????(??)	-1																
658	10206	????	#c54FF00??????????#r#cFFFFFF????93?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:22376 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????93?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	518	|???????(??)	-1	|?????????(??)	-1																
659	10207	????	#c54FF00??????????#r#cFFFFFF????108?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:25869 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????108?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	519	|???????(??)	-1	|?????????(??)	-1																
660	10208	????	#c54FF00??????????#r#cFFFFFF????122?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:29361 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????122?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	520	|???????(??)	-1	|?????????(??)	-1																
661	10209	????	#c54FF00??????????#r#cFFFFFF????136?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:32854 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????136?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	521	|???????(??)	-1	|?????????(??)	-1																
662	10210	????	#c54FF00??????????#r#cFFFFFF????151?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:36346 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????151?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	522	|???????(??)	-1	|?????????(??)	-1																
663	10211	????	#c54FF00??????????#r#cFFFFFF????165?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:39838 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????165?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	523	|???????(??)	-1	|?????????(??)	-1																
664	10212	????	#c54FF00??????????#r#cFFFFFF????180?#r????#r?????70?#r???? ????5???????10??????????#c54FF00{A:43331 B:317.492}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????180?#r???? ?????70?#r???? ????5???????10??????????#r#c5BC257??????	1	70000	-1	-1	??mp	4	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	524	|???????(??)	-1	|?????????(??)	-1																
665	10301	????	#c54FF00??????????#r#cFFFFFF????38?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:215 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????38? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	525	|???????(??)	-1	|?????????(??)	-1																
666	10302	????	#c54FF00??????????#r#cFFFFFF????65?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:369 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????65? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	526	|???????(??)	-1	|?????????(??)	-1																
667	10303	????	#c54FF00??????????#r#cFFFFFF????93?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:524 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????93? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	527	|???????(??)	-1	|?????????(??)	-1																
668	10304	????	#c54FF00??????????#r#cFFFFFF????120?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:679 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????120? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	528	|???????(??)	-1	|?????????(??)	-1																
669	10305	????	#c54FF00??????????#r#cFFFFFF????148?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:833 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????148? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	529	|???????(??)	-1	|?????????(??)	-1																
670	10306	????	#c54FF00??????????#r#cFFFFFF????175?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:988 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????175? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	530	|???????(??)	-1	|?????????(??)	-1																
671	10307	????	#c54FF00??????????#r#cFFFFFF????203?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:1143 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????203? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	531	|???????(??)	-1	|?????????(??)	-1																
672	10308	????	#c54FF00??????????#r#cFFFFFF????231?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:1297 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????231? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	532	|???????(??)	-1	|?????????(??)	-1																
673	10309	????	#c54FF00??????????#r#cFFFFFF????258?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:1452 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????258? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	533	|???????(??)	-1	|?????????(??)	-1																
674	10310	????	#c54FF00??????????#r#cFFFFFF????286?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:1607 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????286? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	534	|???????(??)	-1	|?????????(??)	-1																
675	10311	????	#c54FF00??????????#r#cFFFFFF????313?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:1762 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????313? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	313	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	535	|???????(??)	-1	|?????????(??)	-1																
676	10312	????	#c54FF00??????????#r#cFFFFFF????341?#r?????0-2?#r????#r?????30?#r?????? ?????#c54FF00{A:1916 B:12.8917107081962}#cFFFFFF?#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????341? ?????0-2?#r???? ?????30?#r?????? ?????#r#c5BC257??????	1	30000	-1	-1	??mp	4	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			???????(??)	-1	???????(??)	536	|???????(??)	-1	|?????????(??)	-1																
677	10401	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???10?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???10?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	537	|?????????1	-1	|?????????2	-1	|?????????2	-1																
678	10402	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???10.5?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???10.5?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	538	|?????????1	-1	|?????????2	-1	|?????????2	-1																
679	10403	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???11?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???11?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	539	|?????????1	-1	|?????????2	-1	|?????????2	-1																
680	10404	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???11.5?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???11.5?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	540	|?????????1	-1	|?????????2	-1	|?????????2	-1																
681	10405	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???12?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???12?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	541	|?????????1	-1	|?????????2	-1	|?????????2	-1																
682	10406	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???12.5?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???12.5?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	542	|?????????1	-1	|?????????2	-1	|?????????2	-1																
683	10407	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???13?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???13?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	543	|?????????1	-1	|?????????2	-1	|?????????2	-1																
684	10408	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???13.5?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???13.5?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	544	|?????????1	-1	|?????????2	-1	|?????????2	-1																
685	10409	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???14?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???14?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	545	|?????????1	-1	|?????????2	-1	|?????????2	-1																
686	10410	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???14.5?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???14.5?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	546	|?????????1	-1	|?????????2	-1	|?????????2	-1																
687	10411	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???15?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???15?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	547	|?????????1	-1	|?????????2	-1	|?????????2	-1																
688	10412	????	#c54FF00??????????#r#cFFFFFF????50?#r????#r?????60?#r?? ????????#c54FF0050%#cFFFFFF???15.5?	#c54FF00??????????#r#cFFFFFF????50?#r???? ?????60?#r?? ????????#c54FF0050%#cFFFFFF???15.5?	0	60000	-1	-1	??mp	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	548	|?????????1	-1	|?????????2	-1	|?????????2	-1																
689	10501	?????	#c54FF00??????????#r#cFFFFFF????18?#r?????0-2?#r????#r?????120?#r?????? ????????3???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????18? ?????0-2?#r???? ?????120?#r?????? ????????3???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	549	|?????????1	-1	|?????????2	-1	|?????????2	-1																
690	10502	?????	#c54FF00??????????#r#cFFFFFF????30?#r?????0-2?#r????#r?????120?#r?????? ????????3???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????30? ?????0-2?#r???? ?????120?#r?????? ????????3???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	550	|?????????1	-1	|?????????2	-1	|?????????2	-1																
691	10503	?????	#c54FF00??????????#r#cFFFFFF????42?#r?????0-2?#r????#r?????120?#r?????? ????????3???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????42? ?????0-2?#r???? ?????120?#r?????? ????????3???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	551	|?????????1	-1	|?????????2	-1	|?????????2	-1																
692	10504	?????	#c54FF00??????????#r#cFFFFFF????54?#r?????0-2?#r????#r?????120?#r?????? ????????4???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????54? ?????0-2?#r???? ?????120?#r?????? ????????4???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	552	|?????????1	-1	|?????????2	-1	|?????????2	-1																
693	10505	?????	#c54FF00??????????#r#cFFFFFF????66?#r?????0-2?#r????#r?????120?#r?????? ????????4???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????66? ?????0-2?#r???? ?????120?#r?????? ????????4???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	553	|?????????1	-1	|?????????2	-1	|?????????2	-1																
694	10506	?????	#c54FF00??????????#r#cFFFFFF????78?#r?????0-2?#r????#r?????120?#r?????? ????????4???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????78? ?????0-2?#r???? ?????120?#r?????? ????????4???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	554	|?????????1	-1	|?????????2	-1	|?????????2	-1																
695	10507	?????	#c54FF00??????????#r#cFFFFFF????90?#r?????0-2?#r????#r?????120?#r?????? ????????5???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????90? ?????0-2?#r???? ?????120?#r?????? ????????5???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	555	|?????????1	-1	|?????????2	-1	|?????????2	-1																
696	10508	?????	#c54FF00??????????#r#cFFFFFF????102?#r?????0-2?#r????#r?????120?#r?????? ????????5???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????102? ?????0-2?#r???? ?????120?#r?????? ????????5???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	556	|?????????1	-1	|?????????2	-1	|?????????2	-1																
697	10509	?????	#c54FF00??????????#r#cFFFFFF????114?#r?????0-2?#r????#r?????120?#r?????? ????????5???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????114? ?????0-2?#r???? ?????120?#r?????? ????????5???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	557	|?????????1	-1	|?????????2	-1	|?????????2	-1																
698	10510	?????	#c54FF00??????????#r#cFFFFFF????126?#r?????0-2?#r????#r?????120?#r?????? ????????6???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????126? ?????0-2?#r???? ?????120?#r?????? ????????6???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	558	|?????????1	-1	|?????????2	-1	|?????????2	-1																
699	10511	?????	#c54FF00??????????#r#cFFFFFF????138?#r?????0-2?#r????#r?????120?#r?????? ????????6???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????138? ?????0-2?#r???? ?????120?#r?????? ????????6???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	559	|?????????1	-1	|?????????2	-1	|?????????2	-1																
700	10512	?????	#c54FF00??????????#r#cFFFFFF????150?#r?????0-2?#r????#r?????120?#r?????? ????????6???????????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????150? ?????0-2?#r???? ?????120?#r?????? ????????6???????????????#r#c5BC257??????	0	120000	-1	-1	??MP	4	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	560	|?????????1	-1	|?????????2	-1	|?????????2	-1																
